(-)-trans-Carveol		C10H16O	LMPR0102090005	C00964	CHEBI:15389	94221		BAVONGHXFVOKBV-ZJUUUORDSA-N	InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9-11H,1,5-6H2,2-3H3/t9-,10+/m1/s1		MAM00001
(+)-alpha-Pinene		C10H16	LMPR0102120012	C06306	CHEBI:28261	82227		GRWFGVWFFZKLTI-RKDXNWHRSA-N	InChI=1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h4,8-9H,5-6H2,1-3H3/t8-,9-/m1/s1		MAM00002
(+)-alpha-Pinene		C10H16	LMPR0102120012	C06306	CHEBI:28261	82227		GRWFGVWFFZKLTI-RKDXNWHRSA-N	InChI=1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h4,8-9H,5-6H2,1-3H3/t8-,9-/m1/s1		MAM00002
(10Z)-heptadecenoic acid		C17H32O2	LMFA01030283		CHEBI:75094	5312435		GDTXICBNEOEPAZ-FPLPWBNLSA-N	InChI=1S/C17H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h7-8H,2-6,9-16H2,1H3,(H,18,19)/b8-7-		MAM00003
10Z-heptadecenoyl-CoA		C38H62N7O17P3S-4			CHEBI:180814	90657528		KFMWWNZRDBMYES-YGUIASHKSA-J	InChI=1S/C38H66N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-29(47)66-22-21-40-28(46)19-20-41-36(50)33(49)38(2,3)24-59-65(56,57)62-64(54,55)58-23-27-32(61-63(51,52)53)31(48)37(60-27)45-26-44-30-34(39)42-25-43-35(30)45/h9-10,25-27,31-33,37,48-49H,4-8,11-24H2,1-3H3,(H,40,46)(H,41,50)(H,54,55)(H,56,57)(H2,39,42,43)(H2,51,52,53)/p-4/b10-9-/t27-,31-,32-,33+,37-/m1/s1		MAM00004
11(R)-HPETE		C20H32O4	LMFA03060071		CHEBI:34127	9548886		PCGWZQXAGFGRTQ-WXMXURGXSA-N	InChI=1S/C20H32O4/c1-2-3-4-5-7-10-13-16-19(24-23)17-14-11-8-6-9-12-15-18-20(21)22/h6-7,9-11,13-14,16,19,23H,2-5,8,12,15,17-18H2,1H3,(H,21,22)/b9-6-,10-7-,14-11-,16-13+/t19-/m0/s1		MAM00005
(11Z)-Eicosenoyl-CoA		C41H72N7O17P3S	LMFA07050093		CHEBI:74126	71448924		ZDRKXADSROCWCG-FVLDFCIYSA-N	InChI=1S/C41H72N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-32(50)69-25-24-43-31(49)22-23-44-39(53)36(52)41(2,3)27-62-68(59,60)65-67(57,58)61-26-30-35(64-66(54,55)56)34(51)40(63-30)48-29-47-33-37(42)45-28-46-38(33)48/h11-12,28-30,34-36,40,51-52H,4-10,13-27H2,1-3H3,(H,43,49)(H,44,53)(H,57,58)(H,59,60)(H2,42,45,46)(H2,54,55,56)/b12-11-/t30-,34-,35-,36+,40-/m1/s1		MAM00007
(11Z,14Z)-eicosadienoic acid		C20H36O2	LMFA01031043		CHEBI:73731	6439848		XSXIVVZCUAHUJO-HZJYTTRNSA-N	InChI=1S/C20H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10H,2-5,8,11-19H2,1H3,(H,21,22)/b7-6-,10-9-		MAM00008
(11Z,14Z)-eicosadienoyl-CoA		C41H66N7O17P3S-4			CHEBI:76410	49859712		YCKYOUVXZZJCIU-YGYQDCEASA-J	InChI=1S/C41H70N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-32(50)69-25-24-43-31(49)22-23-44-39(53)36(52)41(2,3)27-62-68(59,60)65-67(57,58)61-26-30-35(64-66(54,55)56)34(51)40(63-30)48-29-47-33-37(42)45-28-46-38(33)48/h8-9,11-12,28-30,34-36,40,51-52H,4-7,10,13-27H2,1-3H3,(H,43,49)(H,44,53)(H,57,58)(H,59,60)(H2,42,45,46)(H2,54,55,56)/p-4/b9-8-,12-11-/t30-,34-,35-,36+,40-/m1/s1		MAM00009
11Z,14Z,17Z-Eicosatrienoic acid		C20H34O2	LMFA01030378		CHEBI:53460	5312529		AHANXAKGNAKFSK-PDBXOOCHSA-N	InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10H,2,5,8,11-19H2,1H3,(H,21,22)/b4-3-,7-6-,10-9-		MAM00010
(11Z,14Z,17Z)-eicosatrienoyl-CoA		C41H64N7O17P3S-4			CHEBI:74328	71627232		BVBYYRVLCDMZNJ-UBQHHBPXSA-J	InChI=1S/C41H68N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-32(50)69-25-24-43-31(49)22-23-44-39(53)36(52)41(2,3)27-62-68(59,60)65-67(57,58)61-26-30-35(64-66(54,55)56)34(51)40(63-30)48-29-47-33-37(42)45-28-46-38(33)48/h5-6,8-9,11-12,28-30,34-36,40,51-52H,4,7,10,13-27H2,1-3H3,(H,43,49)(H,44,53)(H,57,58)(H,59,60)(H2,42,45,46)(H2,54,55,56)/p-4/b6-5-,9-8-,12-11-/t30-,34-,35-,36+,40-/m1/s1		MAM00012
